Tid,Avstand,X,Y,Z,Error,Power,uP,uI,uD
1671,261,6,55,912,39,65535,12464,43150,0
1672,267,9,31,971,33,65535,464,43870,0
1673,266,29,17,1099,34,65535,2464,44540,0
1674,265,23,-26,1045,35,65535,4464,45230,0
1675,271,21,-63,1045,29,65535,58000,45870,0
1676,270,48,-62,1016,30,65535,60000,46460,0
1677,271,51,-87,910,29,65535,58000,47050,0
1678,271,16,-62,846,29,65535,58000,47630,0
1679,280,67,-49,863,20,65535,40000,48120,0
1680,284,99,-88,897,16,65535,32000,48480,0
1681,283,132,-64,883,17,65535,34000,48810,0
1682,283,91,-75,791,17,65535,34000,49150,0
1683,291,82,-107,902,9,65535,18000,49410,0
1684,294,75,-93,996,6,61560,12000,49560,0
1685,294,20,-46,1033,6,61680,12000,49680,0
1686,294,-24,-20,1035,6,61800,12000,49800,0
1687,303,-72,44,1043,-3,0,0,0,0
1688,304,-97,-16,1071,-4,0,0,0,0
1689,304,-107,-238,1051,-4,0,0,0,0
1690,304,-82,-355,957,-4,0,0,0,0
1691,310,-102,-320,846,-10,20140,45536,65396,0
1692,310,-92,-382,904,-10,20340,45536,65196,0
1693,310,-84,-409,929,-10,20540,45536,64996,0
1694,311,-62,-368,989,-11,22750,43536,64786,0
1695,317,-66,-290,997,-17,35030,31536,64506,0
1696,318,-70,-278,985,-18,37380,29536,64156,0
1697,318,-54,-272,1007,-18,37740,29536,63796,0
1698,317,-42,-239,985,-17,36090,31536,63446,0
1699,316,-7,-196,1003,-16,34420,33536,63116,0
1700,315,5,-142,980,-15,32730,35536,62806,0
1701,315,23,-92,963,-15,33030,35536,62506,0
1702,315,68,-64,981,-15,33330,35536,62206,0
1703,311,91,-69,1017,-11,25590,43536,61946,0
1704,310,125,-33,1097,-10,23800,45536,61736,0
1705,311,150,28,1157,-11,26010,43536,61526,0
1706,310,158,37,1192,-10,24220,45536,61316,0
1707,306,144,29,1197,-6,16380,53536,61156,0
1708,304,126,60,1155,-4,0,0,0,0
1709,304,104,149,1138,-4,0,0,0,0
1710,304,67,156,1240,-4,0,0,0,0
1711,299,69,126,1222,1,0,0,0,0
1712,297,68,113,1184,3,0,0,0,0
1713,297,57,115,1146,3,0,0,0,0
1714,298,56,83,1099,2,0,0,0,0
1715,298,42,83,1083,2,0,0,0,0
1716,297,39,54,1054,3,0,0,0,0
1717,298,29,52,1038,2,0,0,0,0
1718,298,29,41,1025,2,0,0,0,0
1719,298,23,32,1019,2,0,0,0,0
1720,297,22,29,1021,3,0,0,0,0
1721,298,21,19,1018,2,0,0,0,0
1722,298,18,19,1024,2,0,0,0,0
1723,298,20,11,1024,2,0,0,0,0
1724,297,16,11,1028,3,0,0,0,0
1725,298,17,7,1026,2,0,0,0,0
1726,298,15,7,1026,2,0,0,0,0
1727,299,15,6,1024,1,0,0,0,0
1728,298,14,5,1021,2,0,0,0,0
1729,299,14,6,1019,1,0,0,0,0
1730,299,14,6,1016,1,0,0,0,0
1731,300,13,7,1015,0,0,0,0,0
1732,299,13,6,1013,1,0,0,0,0
1733,299,12,6,1014,1,0,0,0,0
1734,299,13,5,1013,1,0,0,0,0
1735,299,12,5,1014,1,0,0,0,0
1736,298,13,5,1015,2,0,0,0,0
1737,299,12,5,1016,1,0,0,0,0
1738,299,12,6,1018,1,0,0,0,0
1739,299,11,6,1020,1,0,0,0,0
1740,298,11,5,1020,2,0,0,0,0
1741,299,10,5,1019,1,0,0,0,0
1742,300,10,5,1016,0,0,0,0,0
1743,302,10,5,1016,-2,0,0,0,0
1744,301,10,7,1015,-1,0,0,0,0
1745,303,9,7,1017,-3,0,0,0,0
1746,303,9,7,1017,-3,0,0,0,0
1747,306,9,7,1017,-6,12090,53536,65446,0
1748,303,7,19,1140,-3,0,0,0,0
1749,305,8,-77,1210,-5,10080,55536,65456,0
1750,310,-84,-150,1223,-10,20230,45536,65306,0
1751,324,-138,-316,1181,-24,48570,17536,64966,0
1752,320,-145,-421,1268,-20,41010,25536,64526,0
1753,322,-174,-478,1328,-22,45430,21536,64106,0
1754,326,-148,-475,1284,-26,53910,13536,63626,0
1755,342,-118,-428,1246,-42,65535,47072,62946,0
1756,339,-126,-443,1221,-39,65535,53072,62136,0
1757,341,-167,-436,1165,-41,65535,49072,61336,0
1758,347,-135,-385,1121,-47,65535,37072,60456,0
1759,366,-62,-315,1002,-66,65535,64608,59326,0
1760,361,-41,-234,905,-61,65535,9072,58056,0
1761,364,-36,-175,872,-64,65535,3072,56806,0
1762,369,-70,-153,813,-69,65535,58608,55476,0
1763,379,-76,-130,894,-79,65535,38608,53996,0
1764,377,-114,-57,739,-77,65535,42608,52436,0
1765,378,-153,-15,667,-78,65535,40608,50886,0
1766,382,-152,14,510,-82,65535,32608,49286,0
1767,388,-121,-27,505,-88,65535,20608,47586,0
1768,386,-51,-21,659,-86,65535,24608,45846,0
1769,387,-63,3,753,-87,65535,22608,44116,0
1770,386,-129,-36,841,-86,65535,24608,42386,0
1771,376,-183,-49,864,-76,65535,44608,40766,0
1772,383,-143,-38,930,-83,65535,30608,39176,0
1773,382,-77,-29,914,-82,65535,32608,37526,0
1774,379,-46,-2,874,-79,65535,38608,35916,0
1775,370,15,-6,913,-70,65535,56608,34426,0
1776,372,87,78,925,-72,65535,52608,33006,0
1777,371,81,105,967,-71,65535,54608,31576,0
1778,367,67,80,985,-67,65535,62608,30196,0
1779,357,0,64,994,-57,65535,17072,28956,0
1780,359,21,88,902,-59,65535,13072,27796,0
1781,359,100,27,976,-59,65535,13072,26616,0
1782,356,153,13,1010,-56,65535,19072,25466,0
1783,350,86,69,977,-50,65535,31072,24406,0
1784,352,76,54,906,-52,65535,27072,23386,0
1785,351,54,79,852,-51,65535,29072,22356,0
1786,349,13,56,951,-49,65535,33072,21356,0
1787,343,-16,26,973,-43,65535,45072,20436,0
1788,344,75,116,1038,-44,65535,43072,19566,0
1789,344,49,188,990,-44,65535,43072,18686,0
1790,339,103,158,1098,-39,65535,53072,17856,0
1791,330,117,132,1089,-30,65535,5536,17166,0
1792,333,117,110,995,-33,65535,65072,16536,0
1793,331,131,118,1036,-31,65535,3536,15896,0
1794,328,69,56,1036,-28,65535,9536,15306,0
1795,323,46,-4,1055,-23,65535,19536,14796,0
1796,325,-4,-33,982,-25,65535,15536,14316,0
1797,324,-23,-8,953,-24,65535,17536,13826,0
1798,319,-7,-12,989,-19,65535,27536,13396,0
1799,314,28,-38,901,-14,65535,37536,13066,0
1800,316,30,61,875,-16,65535,33536,12766,0
1801,315,57,52,821,-15,65535,35536,12456,0
1802,308,118,34,891,-8,65535,49536,12226,0
1803,300,45,-22,896,0,0,0,0,0
1804,302,25,125,938,-2,0,0,0,0
1805,301,27,293,972,-1,0,0,0,0
1806,291,13,352,952,9,18080,18000,80,0
1807,285,81,358,826,15,30320,30000,320,0
1808,286,124,463,678,14,28610,28000,610,0
1809,286,124,418,566,14,28890,28000,890,0
1810,275,121,322,575,25,51280,50000,1280,0
1811,263,106,348,640,37,65535,8464,1900,0
1812,268,84,420,711,32,65535,64000,2590,0
1813,267,74,388,754,33,65535,464,3240,0
1814,255,65,397,817,45,65535,24464,4020,0
1815,250,66,369,928,50,65535,34464,4970,0
1816,252,25,261,829,48,65535,30464,5950,0
1817,251,66,214,790,49,65535,32464,6920,0
1818,241,80,134,739,59,65535,52464,8000,0
1819,235,54,109,714,65,65535,64464,9240,0
1820,236,77,131,796,64,65535,62464,10530,0
1821,236,80,167,841,64,65535,62464,11810,0
1822,227,78,105,835,73,65535,14928,13180,0
1823,222,82,95,855,78,65535,24928,14690,0
1824,223,63,103,846,77,65535,22928,16240,0
1825,223,13,124,828,77,65535,22928,17780,0
1826,215,-7,48,858,85,65535,38928,19400,0
1827,211,8,17,913,89,65535,46928,21140,0
1828,211,-15,23,865,89,65535,46928,22920,0
1829,212,-47,34,795,88,65535,44928,24690,0
1830,210,-56,27,609,90,65535,48928,26470,0
1831,209,-63,21,582,91,65535,50928,28280,0
1832,209,-53,14,657,91,65535,50928,30100,0
1833,209,30,8,789,91,65535,50928,31920,0
1834,213,66,-21,851,87,65535,42928,33700,0
1835,215,87,-34,966,85,65535,38928,35420,0
1836,215,24,-87,949,85,65535,38928,37120,0
1837,215,-18,3,974,85,65535,38928,38820,0
1838,225,-66,-45,1005,75,65535,18928,40420,0
1839,226,-54,-52,1045,74,65535,16928,41910,0
1840,226,-48,-83,1051,74,65535,16928,43390,0
1841,227,-45,-30,943,73,65535,14928,44860,0
1842,242,-28,-36,766,58,65535,50464,46170,0
1843,243,15,-83,761,57,65535,48464,47320,0
1844,243,44,-55,870,57,65535,48464,48460,0
1845,244,41,-33,910,56,65535,46464,49590,0
1846,269,23,-21,952,31,65535,62000,50460,0
1847,271,4,-17,947,29,65535,58000,51060,0
1848,272,20,31,972,28,65535,56000,51630,0
1849,273,-7,38,1050,27,65535,54000,52180,0
1850,300,-57,43,1011,0,0,0,0,0
1851,300,-92,-10,984,0,0,0,0,0
1852,303,-81,-193,972,-3,0,0,0,0
1853,304,-57,-395,982,-4,0,0,0,0
1854,339,-42,-312,892,-39,65535,53072,65106,0
1855,337,-12,-224,998,-37,65535,57072,64346,0
1856,341,-4,-387,1048,-41,65535,49072,63566,0
1857,342,-42,-384,1119,-42,65535,47072,62736,0
1858,372,-16,-343,1184,-72,65535,52608,61596,0
1859,369,84,-303,1270,-69,65535,58608,60186,0
1860,372,154,-143,1359,-72,65535,52608,58776,0
1861,373,185,-38,1375,-73,65535,50608,57326,0
1862,399,173,1,1347,-99,65535,64144,55606,0
1863,394,147,-71,1347,-94,65535,8608,53676,0
1864,397,75,-83,1217,-97,65535,2608,51766,0
1865,399,59,-123,1206,-99,65535,64144,49806,0
1866,401,51,-92,1220,-101,65535,60144,47806,0
1867,406,39,-122,1175,-106,65535,50144,45736,0
1868,407,96,-41,1115,-107,65535,48144,43606,0
1869,406,61,4,1083,-106,65535,50144,41476,0
1870,402,50,31,1120,-102,65535,58144,39396,0
1871,401,19,49,1135,-101,65535,60144,37366,0
1872,400,29,111,1105,-100,65535,62144,35356,0
1873,400,91,99,1090,-100,65535,62144,33356,0
1874,385,180,34,1197,-85,65535,26608,31506,0
1875,387,112,47,1235,-87,65535,22608,29786,0
1876,386,115,62,1235,-86,65535,24608,28056,0
1877,384,96,38,1154,-84,65535,28608,26356,0
1878,370,60,4,1176,-70,65535,56608,24816,0
1879,372,71,10,1190,-72,65535,52608,23396,0
1880,370,121,50,1173,-70,65535,56608,21976,0
1881,365,130,122,1187,-65,65535,1072,20626,0
1882,341,100,106,1215,-41,65535,49072,19566,0
1883,346,112,106,1120,-46,65535,39072,18696,0
1884,342,110,91,1053,-42,65535,47072,17816,0
1885,336,102,93,1013,-36,65535,59072,17036,0
1886,308,57,53,987,-8,64940,49536,16596,0
1887,313,76,42,1004,-13,65535,39536,16386,0
1888,309,54,40,868,-9,65535,47536,16166,0
1889,303,21,58,846,-3,0,0,0,0
1890,273,11,106,878,27,54240,54000,240,0
1891,278,13,273,918,22,44730,44000,730,0
1892,275,17,429,979,25,51200,50000,1200,0
1893,269,25,535,980,31,63760,62000,1760,0
1894,238,15,686,942,62,65535,58464,2690,0
1895,244,50,775,986,56,65535,46464,3870,0
1896,240,83,711,1099,60,65535,54464,5030,0
1897,236,131,592,1089,64,65535,62464,6270,0
1898,212,105,433,1154,88,65535,44928,7790,0
1899,217,64,293,1224,83,65535,34928,9500,0
1900,214,55,205,1231,86,65535,40928,11190,0
1901,214,5,167,1301,86,65535,40928,12910,0
1902,209,-43,88,1378,91,65535,50928,14680,0
1903,209,-60,68,1470,91,65535,50928,16500,0
1904,209,-67,61,1422,91,65535,50928,18320,0
1905,212,-61,46,1467,88,65535,44928,20110,0
1906,216,-87,46,1215,84,65535,36928,21830,0
1907,215,-62,66,1162,85,65535,38928,23520,0
1908,215,32,67,1179,85,65535,38928,25220,0
1909,221,53,131,1009,79,65535,26928,26860,0
1910,231,85,76,898,69,65535,6928,28340,0
1911,228,95,-3,955,72,65535,12928,29750,0
1912,229,50,-79,842,71,65535,10928,31180,0
1913,237,-8,-79,747,63,65535,60464,32520,0
1914,251,-26,-108,723,49,65535,32464,33640,0
1915,247,-30,-121,794,53,65535,40464,34660,0
1916,249,-58,-42,797,51,65535,36464,35700,0
1917,259,-40,-69,822,41,65535,16464,36620,0
1918,279,-3,-54,856,21,65535,42000,37240,0
1919,275,7,8,831,25,65535,50000,37700,0
1920,277,-15,-1,857,23,65535,46000,38180,0
1921,290,-33,-1,876,10,58510,20000,38510,0
1922,312,-20,-12,955,-12,14490,41536,38490,0
1923,307,34,-89,1026,-7,24300,51536,38300,0
1924,309,33,-275,1019,-9,20140,47536,38140,0
1925,326,29,-383,1045,-26,14210,13536,37790,0
1926,348,16,-550,1047,-48,58950,35072,37050,0
1927,342,8,-510,1165,-42,47850,47072,36150,0
1928,344,8,-444,1206,-44,52710,43072,35290,0
1929,363,30,-348,1222,-63,65535,5072,34220,0
1930,381,48,-315,1216,-81,65535,34608,32780,0
1931,377,39,-304,1228,-77,65535,42608,31200,0
1932,378,-11,-219,1170,-78,65535,40608,29650,0
1933,391,-39,-189,1161,-91,65535,14608,27960,0
1934,398,-24,-148,1189,-98,65535,608,26070,0
1935,396,-22,-140,1124,-96,65535,4608,24130,0
1936,397,-24,-4,1162,-97,65535,2608,22200,0
1937,395,32,19,1282,-95,65535,6608,20280,0
1938,390,-13,-25,1292,-90,65535,16608,18430,0
1939,392,17,-75,1281,-92,65535,12608,16610,0
1940,392,60,-10,1242,-92,65535,12608,14770,0
1941,386,89,-25,1270,-86,65535,24608,12990,0
1942,381,37,-34,1170,-81,65535,34608,11320,0
1943,383,8,11,1011,-83,65535,30608,9680,0
1944,382,-57,22,843,-82,65535,32608,8030,0
1945,367,-74,24,776,-67,65535,62608,6540,0
1946,357,-69,67,902,-57,65535,17072,5300,0
1947,359,-45,71,927,-59,65535,13072,4140,0
1948,359,-7,39,988,-59,65535,13072,2960,0
1949,341,35,61,977,-41,65535,49072,1960,0
1950,329,68,92,1025,-29,56740,7536,1260,0
1951,332,86,70,1086,-32,63350,1536,650,0
1952,331,116,47,1111,-31,61980,3536,20,0
1953,309,109,72,1128,-9,18380,47536,65156,0
1954,296,69,94,1235,4,0,0,0,0
1955,299,35,213,1288,1,0,0,0,0
1956,299,46,375,1273,1,0,0,0,0
1957,277,43,443,1164,23,46240,46000,240,0
1958,264,47,383,1193,36,65535,6464,830,0
1959,268,56,453,1134,32,65510,64000,1510,0
1960,269,57,543,1092,31,64140,62000,2140,0
1961,245,15,576,1047,55,65535,44464,3000,0
1962,237,-19,602,958,63,65535,60464,4180,0
1963,239,-66,512,870,61,65535,56464,5420,0
1964,239,-115,456,764,61,65535,56464,6640,0
1965,227,-145,318,828,73,65535,14928,7980,0
1966,223,-220,235,843,77,65535,22928,9480,0
1967,223,-194,185,905,77,65535,22928,11020,0
1968,223,-146,161,1010,77,65535,22928,12560,0
1969,214,-106,60,1053,86,65535,40928,14190,0
1970,212,-59,2,1085,88,65535,44928,15930,0
1971,212,-71,28,1118,88,65535,44928,17690,0
1972,213,-75,4,896,87,65535,42928,19440,0
1973,212,-115,0,686,88,65535,44928,21190,0
1974,212,-123,-57,691,88,65535,44928,22950,0
1975,213,-90,-39,685,87,65535,42928,24700,0
1976,213,-28,-73,807,87,65535,42928,26440,0
1977,217,6,-69,883,83,65535,34928,28140,0
1978,218,-11,-95,906,82,65535,32928,29790,0
1979,218,-39,-56,1036,82,65535,32928,31430,0
1980,219,-72,-53,1096,81,65535,30928,33060,0
1981,228,-92,-115,1183,72,65535,12928,34590,0
1982,229,-60,-25,1164,71,65535,10928,36020,0
1983,229,-82,7,1052,71,65535,10928,37440,0
1984,230,-64,38,1021,70,65535,8928,38850,0
1985,245,13,75,1015,55,65535,44464,40100,0
1986,245,116,29,1097,55,65535,44464,41200,0
1987,247,142,24,1029,53,65535,40464,42280,0
1988,248,159,33,920,52,65535,38464,43330,0
1989,274,154,36,928,26,65535,52000,44110,0
1990,273,114,29,845,27,65535,54000,44640,0
1991,275,89,13,837,25,65535,50000,45160,0
1992,276,29,14,827,24,65535,48000,45650,0
1993,302,-43,-7,743,-2,0,0,0,0
1994,300,-100,-127,669,0,0,0,0,0
1995,303,-113,-349,631,-3,0,0,0,0
1996,305,-94,-496,646,-5,10080,55536,65456,0
1997,337,-88,-446,406,-37,65535,57072,65036,0
1998,332,-87,-566,209,-32,65190,1536,64346,0
1999,338,-111,-663,234,-38,65535,55072,63646,0
2000,339,-124,-599,129,-39,65535,53072,62876,0
2001,369,-88,-540,195,-69,65535,58608,61796,0
2002,365,-9,-467,366,-65,65535,1072,60456,0
2003,368,12,-389,535,-68,65535,60608,59126,0
2004,369,16,-310,677,-69,65535,58608,57756,0
2005,384,96,-205,784,-84,65535,28608,56226,0
2006,381,96,-109,769,-81,65535,34608,54576,0
2007,382,79,-78,833,-82,65535,32608,52946,0
2008,383,59,-47,861,-83,65535,30608,51296,0
2009,388,47,-54,930,-88,65535,20608,49586,0
2010,386,16,-60,966,-86,65535,24608,47846,0
2011,387,-20,-59,1002,-87,65535,22608,46116,0
2012,385,-85,22,924,-85,65535,26608,44396,0
2013,370,-60,66,900,-70,65535,56608,42846,0
2014,372,-49,58,914,-72,65535,52608,41426,0
2015,370,-43,13,838,-70,65535,56608,40006,0
2016,368,-7,80,883,-68,65535,60608,38626,0
2017,354,87,56,1028,-54,65535,23072,37406,0
2018,356,129,21,1132,-56,65535,19072,36306,0
2019,353,158,-27,1122,-53,65535,25072,35216,0
2020,350,218,-3,1144,-50,65535,31072,34186,0
2021,325,164,-5,1023,-25,65535,15536,33436,0
2022,329,112,3,1003,-29,65535,7536,32896,0
2023,326,120,-49,934,-26,65535,13536,32346,0
2024,321,48,-2,766,-21,65535,23536,31876,0
2025,295,41,32,872,5,23820,10000,31716,0
2026,301,53,156,951,-1,0,0,0,0
2027,297,50,400,894,3,0,0,0,0
2028,289,28,527,893,11,22140,22000,140,0
2029,260,17,668,878,40,65535,14464,650,0
2030,274,41,773,978,26,53310,52000,1310,0
2031,264,65,721,1053,36,65535,6464,1930,0
2032,258,66,630,1022,42,65535,18464,2710,0
2033,236,75,524,1059,64,65535,62464,3770,0
2034,240,146,445,1118,60,65535,54464,5010,0
2035,237,224,375,1249,63,65535,60464,6240,0
2036,237,205,312,1313,63,65535,60464,7500,0
2037,230,148,304,1237,70,65535,8928,8830,0
2038,231,90,233,1172,69,65535,6928,10220,0
2039,230,53,265,1048,70,65535,8928,11610,0
2040,232,29,207,994,68,65535,4928,12990,0
2041,233,-12,165,905,67,65535,2928,14340,0
2042,232,-5,67,983,68,65535,4928,15690,0
2043,233,-18,96,845,67,65535,2928,17040,0
2044,237,21,68,814,63,65535,60464,18340,0
2045,244,75,18,776,56,65535,46464,19530,0
2046,242,86,-77,904,58,65535,50464,20670,0
2047,243,107,-147,1021,57,65535,48464,21820,0
2048,248,106,-143,1060,52,65535,38464,22910,0
2049,256,84,-121,1082,44,65535,22464,23870,0
2050,255,71,-100,1130,45,65535,24464,24760,0
2051,255,51,-62,1224,45,65535,24464,25660,0
2052,264,50,-81,1357,36,65535,6464,26470,0
2053,277,-10,-97,1324,23,65535,46000,27060,0
2054,274,-57,-115,1226,26,65535,52000,27550,0
2055,276,-69,-74,1185,24,65535,48000,28050,0
2056,288,-60,-36,1066,12,52410,24000,28410,0
2057,311,-24,-41,1060,-11,6420,43536,28420,0
2058,305,-3,-130,1138,-5,18260,55536,28260,0
2059,308,10,-317,1132,-8,12130,49536,28130,0
2060,323,5,-471,1096,-23,18180,19536,27820,0
2061,342,-7,-631,1042,-42,56830,47072,27170,0
2062,337,-15,-645,802,-37,47620,57072,26380,0
2063,339,-17,-605,647,-39,52380,53072,25620,0
2064,356,-5,-483,657,-56,65535,19072,24670,0
2065,373,-15,-373,688,-73,65535,50608,23380,0
2066,369,-22,-363,822,-69,65535,58608,21960,0
2067,370,-28,-330,846,-70,65535,56608,20570,0
2068,383,-31,-269,815,-83,65535,30608,19040,0
2069,391,29,-288,921,-91,65535,14608,17300,0
2070,389,59,-284,888,-89,65535,18608,15500,0
2071,386,84,-277,950,-86,65535,24608,13750,0
2072,395,77,-196,950,-95,65535,6608,11940,0
2073,394,68,-146,950,-94,65535,8608,10050,0
2074,395,69,-132,1008,-95,65535,6608,8160,0
2075,395,46,-121,934,-95,65535,6608,6260,0
2076,390,37,-124,841,-90,65535,16608,4410,0
2077,385,84,-58,818,-85,65535,26608,2660,0
2078,385,96,8,759,-85,65535,26608,960,0
2079,385,110,-50,727,-85,65535,26608,64796,0
2080,370,100,31,733,-70,65535,56608,63246,0
2081,360,79,43,857,-60,65535,11072,61946,0
2082,363,30,-8,1003,-63,65535,5072,60716,0
2083,363,51,-1,1168,-63,65535,5072,59456,0
2084,344,103,-21,1335,-44,65535,43072,58386,0
2085,332,87,-17,1371,-32,65535,1536,57626,0
2086,335,73,-8,1300,-35,65535,61072,56956,0
2087,335,59,10,1179,-35,65535,61072,56256,0
2088,311,-1,-8,1134,-11,31740,43536,55796,0
2089,299,-34,74,1179,1,0,0,0,0
2090,302,-22,251,1157,-2,0,0,0,0
2091,302,-29,413,1132,-2,0,0,0,0
2092,279,-8,423,1136,21,42190,42000,190,0
2093,269,58,497,1120,31,62710,62000,710,0
2094,271,97,628,1099,29,59310,58000,1310,0
2095,272,41,541,992,28,57880,56000,1880,0
2096,253,-16,475,955,47,65535,28464,2630,0
2097,247,-37,378,877,53,65535,40464,3630,0
2098,250,-68,316,859,50,65535,34464,4660,0
2099,249,-12,253,941,51,65535,36464,5670,0
2100,245,-37,136,990,55,65535,44464,6730,0
2101,243,14,31,1049,57,65535,48464,7850,0
2102,244,117,25,1178,56,65535,46464,8980,0
2103,244,141,41,1230,56,65535,46464,10100,0
2104,253,145,-37,1283,47,65535,28464,11130,0
2105,251,154,-31,1353,49,65535,32464,12090,0
2106,251,177,-3,1438,49,65535,32464,13070,0
2107,252,166,32,1482,48,65535,30464,14040,0
2108,265,143,1,1406,35,65535,4464,14870,0
2109,266,135,-24,1405,34,65535,2464,15560,0
2110,268,159,-7,1371,32,65535,64000,16220,0
2111,269,114,7,1274,31,65535,62000,16850,0
2112,287,78,33,1156,13,43290,26000,17290,0
2113,288,24,46,1008,12,41540,24000,17540,0
2114,289,29,-10,909,11,39770,22000,17770,0
2115,289,31,-55,891,11,39990,22000,17990,0
2116,314,15,-92,891,-14,10040,37536,17960,0
2117,315,16,-151,950,-15,12330,35536,17670,0
2118,316,14,-335,976,-16,14640,33536,17360,0
2119,317,26,-430,953,-17,16970,31536,17030,0
2120,339,28,-438,917,-39,61530,53072,16470,0
2121,338,28,-562,942,-38,60300,55072,15700,0
2122,341,3,-628,748,-41,65535,49072,14910,0
2123,341,11,-637,687,-41,65535,49072,14090,0
2124,355,22,-551,743,-55,65535,21072,13130,0
2125,353,10,-469,862,-53,65535,25072,12050,0
2126,355,14,-404,1037,-55,65535,21072,10970,0
2127,355,26,-316,1107,-55,65535,21072,9870,0
2128,359,-4,-256,1152,-59,65535,13072,8730,0
2129,358,-31,-177,1219,-58,65535,15072,7560,0
2130,358,-74,-57,1164,-58,65535,15072,6400,0
2131,358,-60,-47,1162,-58,65535,15072,5240,0
2132,348,-84,-143,1132,-48,65535,35072,4180,0
2133,348,-77,-127,997,-48,65535,35072,3220,0
2134,347,-66,-145,912,-47,65535,37072,2270,0
2135,345,-52,-161,888,-45,65535,41072,1350,0
2136,327,-65,-236,950,-27,53370,11536,630,0
2137,329,-118,-170,796,-29,57930,7536,70,0
2138,327,-165,-211,648,-27,54490,11536,65046,0
2139,324,-116,-188,666,-24,49000,17536,64536,0
2140,294,-30,-218,715,6,10820,12000,64356,0
2141,297,-39,-21,783,3,0,0,0,0
2142,293,-48,185,849,7,14100,14000,100,0
2143,291,-39,368,888,9,18260,18000,260,0
2144,265,-58,369,862,35,65535,4464,700,0
2145,270,-74,457,953,30,61350,60000,1350,0
2146,265,-80,520,1000,35,65535,4464,2000,0
2147,264,-35,514,995,36,65535,6464,2710,0
2148,245,-3,403,1019,55,65535,44464,3620,0
2149,247,54,358,1064,53,65535,40464,4700,0
2150,246,41,220,1177,54,65535,42464,5770,0
2151,246,36,201,1223,54,65535,42464,6850,0
2152,238,44,180,1181,62,65535,58464,8010,0
2153,239,64,120,1186,61,65535,56464,9240,0
2154,239,57,71,1102,61,65535,56464,10460,0
2155,240,63,101,1070,60,65535,54464,11670,0
2156,244,57,117,1007,56,65535,46464,12830,0
2157,243,22,52,947,57,65535,48464,13960,0
2158,244,-53,-3,878,56,65535,46464,15090,0
2159,245,-31,-44,921,55,65535,44464,16200,0
2160,252,-15,-71,975,48,65535,30464,17230,0
2161,250,0,-51,927,50,65535,34464,18210,0
2162,252,17,-27,1002,48,65535,30464,19190,0
2163,255,53,20,1061,45,65535,24464,20120,0
2164,270,54,22,1000,30,65535,60000,20870,0
2165,265,16,-25,912,35,65535,4464,21520,0
2166,269,37,-36,906,31,65535,62000,22180,0
2167,272,38,10,908,28,65535,56000,22770,0
2168,277,-11,8,885,23,65535,46000,23280,0
2169,276,-87,-14,863,24,65535,48000,23750,0
2170,277,-116,-10,887,23,65535,46000,24220,0
2171,280,-100,7,917,20,64650,40000,24650,0
2172,287,-110,22,875,13,50980,26000,24980,0
2173,285,-68,-4,868,15,55260,30000,25260,0
2174,287,-32,-44,892,13,51540,26000,25540,0
2175,289,3,-80,924,11,47780,22000,25780,0
2176,296,-14,-58,971,4,0,0,0,0
2177,295,-45,-104,1078,5,10090,10000,90,0
2178,295,-55,-328,1169,5,10190,10000,190,0
2179,299,-56,-376,1160,1,0,0,0,0
2180,307,-30,-296,1168,-7,14060,51536,65476,0
2181,304,24,-325,1207,-4,0,0,0,0
2182,305,54,-336,1183,-5,10090,55536,65446,0
2183,307,20,-324,1169,-7,14210,51536,65326,0
2184,308,1,-293,1239,-8,16360,49536,65176,0
2185,308,-11,-302,1098,-8,16520,49536,65016,0
2186,308,6,-262,1014,-8,16680,49536,64856,0
2187,309,26,-217,996,-9,18850,47536,64686,0
2188,308,37,-176,996,-8,17020,49536,64516,0
2189,308,43,-141,986,-8,17180,49536,64356,0
2190,308,41,-95,996,-8,17340,49536,64196,0
2191,309,26,-69,1000,-9,19510,47536,64026,0
2192,306,16,-58,1007,-6,13660,53536,63876,0
2193,308,6,-63,983,-8,17800,49536,63736,0
2194,308,0,-24,964,-8,17960,49536,63576,0
2195,307,0,-36,956,-7,16110,51536,63426,0
2196,304,5,-47,958,-4,0,0,0,0
2197,305,6,-16,973,-5,10090,55536,65446,0
2198,305,6,-108,894,-5,10190,55536,65346,0
2199,303,-11,-204,958,-3,0,0,0,0
2200,301,-8,-72,833,-1,0,0,0,0
2201,302,1,-14,698,-2,0,0,0,0
2202,301,10,31,707,-1,0,0,0,0
2203,302,12,53,717,-2,0,0,0,0
2204,301,24,47,763,-1,0,0,0,0
2205,301,16,62,795,-1,0,0,0,0
2206,302,22,50,824,-2,0,0,0,0
2207,301,19,50,863,-1,0,0,0,0
2208,297,15,40,892,3,0,0,0,0
2209,298,15,30,924,2,0,0,0,0
2210,298,12,26,950,2,0,0,0,0
2211,301,13,15,968,-1,0,0,0,0
2212,302,13,16,987,-2,0,0,0,0
2213,302,13,10,994,-2,0,0,0,0
2214,301,14,11,1003,-1,0,0,0,0
2215,302,13,9,1007,-2,0,0,0,0
2216,301,13,8,1010,-1,0,0,0,0
2217,302,13,9,1011,-2,0,0,0,0
2218,302,13,7,1011,-2,0,0,0,0
2219,302,12,9,1012,-2,0,0,0,0
2220,301,13,7,1012,-1,0,0,0,0
2221,302,12,9,1013,-2,0,0,0,0
2222,302,12,7,1013,-2,0,0,0,0
